scope,threshold_open_minus_low_gt,rows,pct_block_down,pct_continue_down_after_m0,pct_recover_above_m0_close,pct_recover_above_m0_open,avg_block_change,median_block_change,avg_m0_open_minus_low
all_data,0.0,16745,48.01433263660794,48.223350253807105,51.567632128993736,51.776649746192895,0.0778423409973148,0.14000000000032742,1.0542221558674212
all_data,5.0,412,61.40776699029126,43.203883495145625,56.79611650485437,38.592233009708735,-5.465970873786388,-3.4200000000000728,9.30322815533978
all_data,10.0,103,68.93203883495146,52.42718446601942,47.57281553398058,31.06796116504854,-17.90378640776695,-11.670000000000073,17.201650485436865
ny_session_broad,0.0,8053,47.92002980255805,48.031789395256425,51.76952688439091,51.868868744567244,0.035092512107291175,0.15000000000009095,1.1314007202284855
ny_session_broad,5.0,253,64.82213438735178,46.24505928853755,53.75494071146245,35.177865612648226,-6.5845849802371434,-4.809999999999491,8.899367588932785
ny_session_broad,10.0,61,72.1311475409836,52.459016393442624,47.540983606557376,27.86885245901639,-18.343770491803262,-10.800000000000182,15.958688524590164
ny_session_config,0.0,3075,46.60162601626016,46.40650406504065,53.39837398373983,53.170731707317074,0.19727804878048977,0.2300000000000182,1.2103447154471554
ny_session_config,5.0,117,66.66666666666666,47.008547008547005,52.991452991452995,33.33333333333333,-4.429487179487129,-5.440000000000055,8.486837606837588
ny_session_config,10.0,25,68.0,44.0,56.00000000000001,32.0,-9.309999999999945,-7.920000000000073,14.996000000000022
